"","TeamPage","Rank","Name","Games","Wins","Losses","Ties","PointsFor","PointsAgainst","HE","SD","FE","SE"
"114","https://www.curlingzone.com/team.php?teamid=139153&profileid=&view=OOM&OOMweek=37#1",114,"Steve Irwin","19","14","5",NA,"7.33","5.48","0.41","0.15","0.55","0.28"
"115","https://www.curlingzone.com/team.php?teamid=138325&profileid=&view=OOM&OOMweek=37#1",115,"Rylan Kleiter","30","19","11",NA,"7.76","6.24","0.42","0.22","0.6","0.31"
"116","https://www.curlingzone.com/team.php?teamid=135862&profileid=&view=OOM&OOMweek=37#1",116,"Marco Hoesli","44","21","23",NA,"7.65","7.25","0.35","0.28","0.5","0.33"
"117","https://www.curlingzone.com/team.php?teamid=139002&profileid=&view=OOM&OOMweek=37#1",117,"Bryan Cochrane","26","15","11",NA,"7.35","6.14","0.42","0.23","0.59","0.26"
"118","https://www.curlingzone.com/team.php?teamid=135803&profileid=&view=OOM&OOMweek=37#1",118,"Ryan Deis","29","15","14",NA,"7","7.22","0.34","0.21","0.37","0.26"
"119","https://www.curlingzone.com/team.php?teamid=137059&profileid=&view=OOM&OOMweek=37#1",119,"Jason Montgomery","25","12","13",NA,"7.32","7.87","0.31","0.29","0.52","0.27"
"120","https://www.curlingzone.com/team.php?teamid=139138&profileid=&view=OOM&OOMweek=37#1",120,"Ed Cyr","33","14","19",NA,"7.23","7.23","0.35","0.23","0.53","0.24"
"121","https://www.curlingzone.com/team.php?teamid=136117&profileid=&view=OOM&OOMweek=37#1",121,"Dean Joanisse","26","14","12",NA,"7.42","7.2","0.38","0.34","0.51","0.23"
"122","https://www.curlingzone.com/team.php?teamid=137856&profileid=&view=OOM&OOMweek=37#1",122,"Mikkel Krause","22","11","11",NA,"6.81","6.86","0.36","0.19","0.53","0.17"
"123","https://www.curlingzone.com/team.php?teamid=134365&profileid=&view=OOM&OOMweek=37#1",123,"Trent Skanes","31","21","10",NA,"7.24","5.43","0.41","0.13","0.59","0.2"
"124","https://www.curlingzone.com/team.php?teamid=135768&profileid=&view=OOM&OOMweek=37#1",124,"Matthew Manuel","32","17","15",NA,"7.49","6.51","0.39","0.23","0.55","0.28"
"125","https://www.curlingzone.com/team.php?teamid=137761&profileid=&view=OOM&OOMweek=37#1",125,"Kelly Marnoch","16","7","9",NA,"6.51","7.08","0.36","0.36","0.52","0.22"
"126","https://www.curlingzone.com/team.php?teamid=134785&profileid=&view=OOM&OOMweek=37#1",126,"Cory Heggestad","19","10","9",NA,"7.48","7.33","0.33","0.29","0.52","0.26"
"127","https://www.curlingzone.com/team.php?teamid=138392&profileid=&view=OOM&OOMweek=37#1",127,"Sergio Vez","30","20","10",NA,"9.72","6.03","0.42","0.21","0.71","0.3"
"128","https://www.curlingzone.com/team.php?teamid=133924&profileid=&view=OOM&OOMweek=37#1",128,"Cameron Goodkey","39","18","21",NA,"7.36","6.88","0.33","0.25","0.48","0.31"
"129","https://www.curlingzone.com/team.php?teamid=137695&profileid=&view=OOM&OOMweek=37#1",129,"Steffen R. Mellemseter","17","8","9",NA,"8","8.09","0.35","0.31","0.57","0.3"
"130","https://www.curlingzone.com/team.php?teamid=137837&profileid=&view=OOM&OOMweek=37#1",130,"Martins Truksans","33","18","15",NA,"7.16","7.05","0.3","0.31","0.57","0.27"
"131","https://www.curlingzone.com/team.php?teamid=134736&profileid=&view=OOM&OOMweek=37#1",131,"Scott Webb","34","20","14",NA,"8.08","7.24","0.44","0.19","0.57","0.29"
"132","https://www.curlingzone.com/team.php?teamid=141702&profileid=&view=OOM&OOMweek=37#1",132,"Hamish Gallacher","27","15","12",NA,"7.33","6.65","0.31","0.22","0.52","0.28"
"133","https://www.curlingzone.com/team.php?teamid=134056&profileid=&view=OOM&OOMweek=37#1",133,"Cole Adams","22","12","10",NA,"8.02","7.47","0.35","0.25","0.35","0.37"
"134","https://www.curlingzone.com/team.php?teamid=136760&profileid=&view=OOM&OOMweek=37#1",134,"Jordan Smith","34","15","19",NA,"8.16","7.39","0.33","0.23","0.45","0.31"
"135","https://www.curlingzone.com/team.php?teamid=136119&profileid=&view=OOM&OOMweek=37#1",135,"Jordan Chandler","35","17","18",NA,"6.45","6.81","0.26","0.29","0.61","0.27"
"136","https://www.curlingzone.com/team.php?teamid=135792&profileid=&view=OOM&OOMweek=37#1",136,"Daniel Bruce","24","15","9",NA,"7.31","6.72","0.35","0.24","0.47","0.29"
"137","https://www.curlingzone.com/team.php?teamid=136191&profileid=&view=OOM&OOMweek=37#1",137,"Brandon Corbett","34","19","15",NA,"7.56","7.29","0.31","0.37","0.57","0.3"
"138","https://www.curlingzone.com/team.php?teamid=134577&profileid=&view=OOM&OOMweek=37#1",138,"Ryan Jacques","21","12","9",NA,"7.1","6.51","0.35","0.21","0.58","0.26"
"139","https://www.curlingzone.com/team.php?teamid=136216&profileid=&view=OOM&OOMweek=37#1",139,"Rob Johnson","28","14","14",NA,"7.05","7.05","0.31","0.27","0.63","0.21"
"140","https://www.curlingzone.com/team.php?teamid=136124&profileid=&view=OOM&OOMweek=37#1",140,"Brad Wood","32","11","21",NA,"6.56","7.36","0.34","0.26","0.45","0.17"
"141","https://www.curlingzone.com/team.php?teamid=136230&profileid=&view=OOM&OOMweek=37#1",141,"Brett Walter","47","22","25",NA,"6.69","6.64","0.28","0.25","0.53","0.27"
"142","https://www.curlingzone.com/team.php?teamid=136140&profileid=&view=OOM&OOMweek=37#1",142,"Neil Dangerfield","26","11","15",NA,"7.41","7.81","0.38","0.24","0.51","0.25"
"143","https://www.curlingzone.com/team.php?teamid=141314&profileid=&view=OOM&OOMweek=37#1",143,"Jason Roach","18","13","5",NA,"8.17","6.01","0.48","0.24","0.65","0.26"
"144","https://www.curlingzone.com/team.php?teamid=134703&profileid=&view=OOM&OOMweek=37#1",144,"Colin Thomas","28","18","10",NA,"8","6.33","0.43","0.22","0.49","0.27"
"145","https://www.curlingzone.com/team.php?teamid=135885&profileid=&view=OOM&OOMweek=37#1",145,"Wes Craig","16","8","8",NA,"6.92","7.25","0.28","0.32","0.49","0.25"
"146","https://www.curlingzone.com/team.php?teamid=135094&profileid=&view=OOM&OOMweek=37#1",146,"Doug Johnston","15","10","5",NA,"9.13","7.48","0.4","0.26","0.56","0.22"
"147","https://www.curlingzone.com/team.php?teamid=136142&profileid=&view=OOM&OOMweek=37#1",147,"Kevin Park","29","12","17",NA,"6.68","7.64","0.35","0.31","0.56","0.23"
"148","https://www.curlingzone.com/team.php?teamid=139122&profileid=&view=OOM&OOMweek=37#1",148,"Sam Wills","27","12","15",NA,"6.98","8.19","0.33","0.33","0.38","0.31"
"149","https://www.curlingzone.com/team.php?teamid=138324&profileid=&view=OOM&OOMweek=37#1",149,"Brady Kendel","23","13","10",NA,"7.12","6.38","0.35","0.23","0.46","0.31"
"150","https://www.curlingzone.com/team.php?teamid=139900&profileid=&view=OOM&OOMweek=37#1",150,"Brad Heidt","24","11","13",NA,"7.08","7.95","0.31","0.26","0.52","0.17"
"151","https://www.curlingzone.com/team.php?teamid=139137&profileid=&view=OOM&OOMweek=37#1",151,"Rene Comeau","20","11","9",NA,"6.67","6.47","0.32","0.27","0.49","0.29"
"152","https://www.curlingzone.com/team.php?teamid=136849&profileid=&view=OOM&OOMweek=37#1",152,"Simon Hebert","24","8","16",NA,"5.78","7.94","0.24","0.34","0.54","0.17"
"153","https://www.curlingzone.com/team.php?teamid=139121&profileid=&view=OOM&OOMweek=37#1",153,"Shane Vollman","32","15","17",NA,"7.32","7.4","0.29","0.3","0.57","0.29"
"154","https://www.curlingzone.com/team.php?teamid=135905&profileid=&view=OOM&OOMweek=37#1",154,"Riley Smith","39","12","27",NA,"6.61","8.35","0.29","0.34","0.44","0.27"
"155","https://www.curlingzone.com/team.php?teamid=136228&profileid=&view=OOM&OOMweek=37#1",155,"Shingo Usui","34","13","21",NA,"6.84","8.16","0.36","0.36","0.43","0.21"
"156","https://www.curlingzone.com/team.php?teamid=139456&profileid=&view=OOM&OOMweek=37#1",156,"Tobias Thune","17","14","3",NA,"8.91","5.58","0.42","0.26","0.53","0.45"
"157","https://www.curlingzone.com/team.php?teamid=134931&profileid=&view=OOM&OOMweek=37#1",157,"Warren Cross","31","15","16",NA,"7.37","7.84","0.43","0.24","0.4","0.2"
"158","https://www.curlingzone.com/team.php?teamid=141732&profileid=&view=OOM&OOMweek=37#1",158,"Codey Maus","6","5","1",NA,"8.64","5.45","0.47","0.13","0.62","0.29"
"159","https://www.curlingzone.com/team.php?teamid=138391&profileid=&view=OOM&OOMweek=37#1",159,"David Sik","22","10","12",NA,"6.99","8.19","0.31","0.34","0.42","0.28"
"160","https://www.curlingzone.com/team.php?teamid=134309&profileid=&view=OOM&OOMweek=37#1",160,"Jacob Libbus","22","12","10",NA,"7.27","7.22","0.36","0.25","0.5","0.26"
"161","https://www.curlingzone.com/team.php?teamid=134581&profileid=&view=OOM&OOMweek=37#1",161,"Junpei Kanda","40","13","25","2","5.8","8.46","0.23","0.35","0.4","0.24"
"162","https://www.curlingzone.com/team.php?teamid=135850&profileid=&view=OOM&OOMweek=37#1",162,"Terry Meek","19","8","11",NA,"7.5","7.36","0.34","0.33","0.56","0.32"
"163","https://www.curlingzone.com/team.php?teamid=139252&profileid=&view=OOM&OOMweek=37#1",163,"Trevor Loreth","10","5","5",NA,"5.82","7.09","0.26","0.33","0.63","0.2"
"164","https://www.curlingzone.com/team.php?teamid=135005&profileid=&view=OOM&OOMweek=37#1",164,"Sean O'Connor","21","9","12",NA,"6.71","8.84","0.31","0.28","0.29","0.26"
"165","https://www.curlingzone.com/team.php?teamid=145077&profileid=&view=OOM&OOMweek=37#1",165,"Sixten Totzek","17","10","7",NA,"6.99","6.15","0.43","0.24","0.49","0.24"
"166","https://www.curlingzone.com/team.php?teamid=139253&profileid=&view=OOM&OOMweek=37#1",166,"Mark Lukowich","10","5","5",NA,"6.63","7.88","0.24","0.31","0.52","0.24"
"167","https://www.curlingzone.com/team.php?teamid=143230&profileid=&view=OOM&OOMweek=37#1",167,"Kyle Kakela","16","9","7",NA,"7.54","7.89","0.3","0.28","0.41","0.26"
"168","https://www.curlingzone.com/team.php?teamid=138322&profileid=&view=OOM&OOMweek=37#1",168,"Ben Gamble","24","11","13",NA,"6.71","7.12","0.22","0.35","0.52","0.35"
"169","https://www.curlingzone.com/team.php?teamid=138321&profileid=&view=OOM&OOMweek=37#1",169,"Michael Carss","27","13","14",NA,"7.14","6.81","0.35","0.18","0.58","0.2"
"170","https://www.curlingzone.com/team.php?teamid=140873&profileid=&view=OOM&OOMweek=37#1",170,"Jeff Hartung","19","9","10",NA,"6.76","6.89","0.41","0.34","0.63","0.23"
"171","https://www.curlingzone.com/team.php?teamid=140839&profileid=&view=OOM&OOMweek=37#1",171,"Steven Birklid","22","11","11",NA,"8.22","8.34","0.29","0.22","0.37","0.4"
"172","https://www.curlingzone.com/team.php?teamid=138328&profileid=&view=OOM&OOMweek=37#1",172,"Cole Tenetuik","16","9","7",NA,"7.3","7.22","0.3","0.2","0.5","0.26"
"173","https://www.curlingzone.com/team.php?teamid=136918&profileid=&view=OOM&OOMweek=37#1",173,"Mark Longworth","21","8","13",NA,"6.3","7.34","0.29","0.26","0.54","0.24"
"174","https://www.curlingzone.com/team.php?teamid=135736&profileid=&view=OOM&OOMweek=37#1",174,"Darryl Sobering","18","8","10",NA,"8.21","7.4","0.32","0.36","0.47","0.33"
"175","https://www.curlingzone.com/team.php?teamid=145208&profileid=&view=OOM&OOMweek=37#1",175,"Alexander Lindstroem","6","4","2",NA,"8.09","6.17","0.29","0.33","0.57","0.39"
"176","https://www.curlingzone.com/team.php?teamid=145197&profileid=&view=OOM&OOMweek=37#1",176,"Andreas Adersteg","7","4","3",NA,"6","6.36","0.38","0.32","0.57","0.29"
"177","https://www.curlingzone.com/team.php?teamid=136090&profileid=&view=OOM&OOMweek=37#1",177,"Luke Carson","21","8","13",NA,"6.44","8.59","0.34","0.25","0.42","0.23"
"178","https://www.curlingzone.com/team.php?teamid=135844&profileid=&view=OOM&OOMweek=37#1",178,"Brandon Tippin","22","8","14",NA,"6.69","8.83","0.31","0.41","0.53","0.24"
"179","https://www.curlingzone.com/team.php?teamid=134088&profileid=&view=OOM&OOMweek=37#1",179,"Rob Retchless","20","13","7",NA,"9.13","6.93","0.44","0.24","0.49","0.37"
"180","https://www.curlingzone.com/team.php?teamid=138217&profileid=&view=OOM&OOMweek=37#1",180,"Eren  Oleson","15","5","10",NA,"5.88","7.75","0.29","0.38","0.54","0.22"
"181","https://www.curlingzone.com/team.php?teamid=137914&profileid=&view=OOM&OOMweek=37#1",181,"Kyle Foster","24","6","18",NA,"5.82","9.79","0.13","0.44","0.33","0.26"
"182","https://www.curlingzone.com/team.php?teamid=140522&profileid=&view=OOM&OOMweek=37#1",182,"Sean Hall","14","8","6",NA,"9.46","7.03","0.38","0.29","0.56","0.31"
"183","https://www.curlingzone.com/team.php?teamid=134299&profileid=&view=OOM&OOMweek=37#1",183,"Ryo Ogihara","20","10","10",NA,"7.25","7.97","0.29","0.31","0.49","0.25"
"184","https://www.curlingzone.com/team.php?teamid=141571&profileid=&view=OOM&OOMweek=37#1",184,"Hayato Matsumura","5","3","2",NA,"5.79","7.37","0.29","0.11","0.6","0.05"
"185","https://www.curlingzone.com/team.php?teamid=134731&profileid=&view=OOM&OOMweek=37#1",185,"Warren Kozak","23","8","15",NA,"7.22","7.84","0.35","0.27","0.48","0.27"
"186","https://www.curlingzone.com/team.php?teamid=139251&profileid=&view=OOM&OOMweek=37#1",186,"Joshua Friesen","18","11","7",NA,"7.32","7.18","0.48","0.26","0.53","0.26"
"187","https://www.curlingzone.com/team.php?teamid=138070&profileid=&view=OOM&OOMweek=37#1",187,"Jeff Stewart","9","6","3",NA,"8.03","5.77","0.38","0.28","0.56","0.41"
"188","https://www.curlingzone.com/team.php?teamid=134794&profileid=&view=OOM&OOMweek=37#1",188,"Jamie Koe","17","10","7",NA,"8.42","6.98","0.41","0.17","0.44","0.23"
"189","https://www.curlingzone.com/team.php?teamid=135164&profileid=&view=OOM&OOMweek=37#1",189,"Pascal Michaud","16","7","9",NA,"7.06","7.43","0.3","0.25","0.44","0.29"
"190","https://www.curlingzone.com/team.php?teamid=141364&profileid=&view=OOM&OOMweek=37#1",190,"Travis Bale","12","5","7",NA,"6.9","7.47","0.33","0.38","0.56","0.31"
"191","https://www.curlingzone.com/team.php?teamid=139419&profileid=&view=OOM&OOMweek=37#1",191,"Andrew Gibson","21","8","13",NA,"6.17","8.89","0.28","0.34","0.43","0.14"
"192","https://www.curlingzone.com/team.php?teamid=142621&profileid=&view=OOM&OOMweek=37#1",192,"Jason March","15","7","8",NA,"6.69","7.2","0.35","0.29","0.55","0.27"
"193","https://www.curlingzone.com/team.php?teamid=134933&profileid=&view=OOM&OOMweek=37#1",193,"Graham McFarlane","20","9","11",NA,"6.25","7.43","0.3","0.35","0.56","0.26"
"194","https://www.curlingzone.com/team.php?teamid=138319&profileid=&view=OOM&OOMweek=37#1",194,"Tyson Armstrong","15","7","8",NA,"6.19","7.29","0.21","0.35","0.55","0.26"
"195","https://www.curlingzone.com/team.php?teamid=146272&profileid=&view=OOM&OOMweek=37#1",195,"Grunde Buras","7","5","2",NA,"7.65","7.84","0.44","0.23","0.56","0.19"
"196","https://www.curlingzone.com/team.php?teamid=136847&profileid=&view=OOM&OOMweek=37#1",196,"Martin Crete","4","3","1",NA,"10.38","6.15","0.55","0.17","0.56","0.36"
"197","https://www.curlingzone.com/team.php?teamid=138835&profileid=&view=OOM&OOMweek=37#1",197,"Jamie King","14","7","7",NA,"7.2","7.57","0.38","0.33","0.39","0.3"
"198","https://www.curlingzone.com/team.php?teamid=145076&profileid=&view=OOM&OOMweek=37#1",198,"Alexey Timofeev","11","6","5",NA,"8.36","8.08","0.31","0.33","0.39","0.35"
"199","https://www.curlingzone.com/team.php?teamid=140840&profileid=&view=OOM&OOMweek=37#1",199,"Scott Egger","10","6","4",NA,"8.55","7.58","0.29","0.23","0.52","0.34"
"200","https://www.curlingzone.com/team.php?teamid=137860&profileid=&view=OOM&OOMweek=37#1",200,"Ilya Shalamitski","17","9","8",NA,"7","7.5","0.29","0.22","0.47","0.28"
"201","https://www.curlingzone.com/team.php?teamid=134301&profileid=&view=OOM&OOMweek=37#1",201,"Naomasa Takeda","20","7","11","2","6.21","8.29","0.3","0.38","0.41","0.25"
"202","https://www.curlingzone.com/team.php?teamid=145307&profileid=&view=OOM&OOMweek=37#1",202,"Yuya Takigahira","9","4","5",NA,"5.71","7.53","0.17","0.3","0.5","0.23"
"203","https://www.curlingzone.com/team.php?teamid=134423&profileid=&view=OOM&OOMweek=37#1",203,"Stephen Imes","10","6","4",NA,"7","5.25","0.33","0.24","0.65","0.26"
"204","https://www.curlingzone.com/team.php?teamid=135822&profileid=&view=OOM&OOMweek=37#1",204,"Rylan Hartley","21","7","14",NA,"5.86","8.14","0.27","0.34","0.44","0.26"
"205","https://www.curlingzone.com/team.php?teamid=139976&profileid=&view=OOM&OOMweek=37#1",205,"Claudio Pescia","7","5","2",NA,"9","7.2","0.38","0.23","0.53","0.21"
"206","https://www.curlingzone.com/team.php?teamid=138675&profileid=&view=OOM&OOMweek=37#1",206,"Graeme Weagle","16","8","8",NA,"6.86","7.01","0.26","0.21","0.46","0.22"
"207","https://www.curlingzone.com/team.php?teamid=140533&profileid=&view=OOM&OOMweek=37#1",207,"Scott Becker","11","6","5",NA,"11.01","7.53","0.42","0.31","0.46","0.37"
"208","https://www.curlingzone.com/team.php?teamid=134305&profileid=&view=OOM&OOMweek=37#1",208,"Suguru Tsukamoto","12","7","5",NA,"7.44","6.63","0.29","0.35","0.5","0.43"
"209","https://www.curlingzone.com/team.php?teamid=141752&profileid=&view=OOM&OOMweek=37#1",209,"Benoit Gagne","8","4","4",NA,"7.46","6.83","0.39","0.16","0.61","0.19"
"210","https://www.curlingzone.com/team.php?teamid=138066&profileid=&view=OOM&OOMweek=37#1",210,"Glen Jackson","15","5","10",NA,"5.75","9.03","0.2","0.3","0.36","0.19"
"211","https://www.curlingzone.com/team.php?teamid=135155&profileid=&view=OOM&OOMweek=37#1",211,"Frederic Lawton","25","10","15",NA,"7.85","8.43","0.29","0.33","0.43","0.35"
"212","https://www.curlingzone.com/team.php?teamid=145678&profileid=&view=OOM&OOMweek=37#1",212,"Jose Maria Hernandez Berenguer","11","6","5",NA,"10.67","8.53","0.31","0.4","0.45","0.43"
"213","https://www.curlingzone.com/team.php?teamid=136321&profileid=&view=OOM&OOMweek=37#1",213,"Dale Kelly","10","6","4",NA,"7.73","7.27","0.34","0.26","0.48","0.34"
"214","https://www.curlingzone.com/team.php?teamid=145375&profileid=&view=OOM&OOMweek=37#1",214,"Aleksandr Kirikov","5","5","0",NA,"12.41","6.55","0.67","0.08","0.14","0.47"
"215","https://www.curlingzone.com/team.php?teamid=140864&profileid=&view=OOM&OOMweek=37#1",215,"Scott Comfort","15","7","8",NA,"8.48","7.68","0.48","0.18","0.36","0.28"
"216","https://www.curlingzone.com/team.php?teamid=145194&profileid=&view=OOM&OOMweek=37#1",216,"Anders Kraupp","5","3","2",NA,"7.3","10","0.38","0.48","0.55","0.19"
"217","https://www.curlingzone.com/team.php?teamid=145215&profileid=&view=OOM&OOMweek=37#1",217,"Gustav Koehn","5","3","2",NA,"7.78","7.22","0.39","0.28","0.5","0.22"
"218","https://www.curlingzone.com/team.php?teamid=145188&profileid=&view=OOM&OOMweek=37#1",218,"Anders Antonsson","4","3","1",NA,"7.74","8.06","0.33","0.47","0.56","0.38"
"219","https://www.curlingzone.com/team.php?teamid=134395&profileid=&view=OOM&OOMweek=37#1",219,"Kevin Tym","20","9","11",NA,"7.52","7.52","0.34","0.29","0.54","0.27"
"220","https://www.curlingzone.com/team.php?teamid=140965&profileid=&view=OOM&OOMweek=37#1",220,"Ugurcan Karagoz","10","7","3",NA,"7.24","6.21","0.29","0.31","0.5","0.38"
"221","https://www.curlingzone.com/team.php?teamid=145078&profileid=&view=OOM&OOMweek=37#1",221,"Mikhail Vaskov","11","7","4",NA,"10.6","6.72","0.44","0.19","0.5","0.45"
"222","https://www.curlingzone.com/team.php?teamid=139624&profileid=&view=OOM&OOMweek=37#1",222,"Gerry Savoie","7","6","1",NA,"8.24","5.69","0.43","0.28","0.75","0.18"
"223","https://www.curlingzone.com/team.php?teamid=140638&profileid=&view=OOM&OOMweek=37#1",223,"Zsolt Kiss","7","4","3",NA,"6.91","6.73","0.35","0.19","0.44","0.24"
"224","https://www.curlingzone.com/team.php?teamid=135403&profileid=&view=OOM&OOMweek=37#1",224,"Noe Traub","22","8","14",NA,"6.65","7.86","0.27","0.33","0.56","0.23"
"225","https://www.curlingzone.com/team.php?teamid=138388&profileid=&view=OOM&OOMweek=37#1",225,"Jan Iseli","21","7","14",NA,"7.47","7.73","0.34","0.34","0.53","0.26"
"226","https://www.curlingzone.com/team.php?teamid=137717&profileid=&view=OOM&OOMweek=37#1",226,"Kantaro Kawano","15","6","9",NA,"7.02","7.58","0.31","0.38","0.55","0.3"
"227","https://www.curlingzone.com/team.php?teamid=137272&profileid=&view=OOM&OOMweek=37#1",227,"Ken Peddigrew","19","7","12",NA,"7.27","8.49","0.3","0.26","0.46","0.2"
"228","https://www.curlingzone.com/team.php?teamid=135798&profileid=&view=OOM&OOMweek=37#1",228,"Mark Noseworthy","18","9","9",NA,"6.84","7.06","0.31","0.24","0.54","0.25"
"229","https://www.curlingzone.com/team.php?teamid=134448&profileid=&view=OOM&OOMweek=37#1",229,"Sam Mooibroek","20","6","14",NA,"6.58","8.12","0.26","0.27","0.47","0.24"
"230","https://www.curlingzone.com/team.php?teamid=143717&profileid=&view=OOM&OOMweek=37#1",230,"Terry Odishaw","11","7","4",NA,"7.58","6","0.34","0.17","0.66","0.26"
"231","https://www.curlingzone.com/team.php?teamid=135940&profileid=&view=OOM&OOMweek=37#1",231,"Robert Kwan","6","5","1",NA,"8.81","6.43","0.26","0.3","0.45","0.36"
"232","https://www.curlingzone.com/team.php?teamid=138320&profileid=&view=OOM&OOMweek=37#1",232,"Daymond Bernath","10","5","5",NA,"6.62","8.31","0.38","0.26","0.42","0.19"
"233","https://www.curlingzone.com/team.php?teamid=137265&profileid=&view=OOM&OOMweek=37#1",233,"Jeff Thomas","12","7","5",NA,"7.7","6.44","0.41","0.23","0.44","0.31"
"234","https://www.curlingzone.com/team.php?teamid=135691&profileid=&view=OOM&OOMweek=37#1",234,"Chris Medford","22","11","11",NA,"6.98","6.86","0.29","0.23","0.54","0.33"
"235","https://www.curlingzone.com/team.php?teamid=136318&profileid=&view=OOM&OOMweek=37#1",235,"Kyle McCannell","35","9","26",NA,"5.67","9.29","0.18","0.45","0.36","0.23"
"236","https://www.curlingzone.com/team.php?teamid=135621&profileid=&view=OOM&OOMweek=37#1",236,"Rick Rowsell","19","9","10",NA,"7.36","8.45","0.35","0.29","0.45","0.3"
"237","https://www.curlingzone.com/team.php?teamid=134116&profileid=&view=OOM&OOMweek=37#1",237,"Andrew Reed","23","5","18",NA,"5.93","8.21","0.23","0.31","0.51","0.22"
"238","https://www.curlingzone.com/team.php?teamid=138318&profileid=&view=OOM&OOMweek=37#1",238,"Carson Ackerman","25","5","20",NA,"5.53","10.57","0.24","0.35","0.38","0.23"
"239","https://www.curlingzone.com/team.php?teamid=136198&profileid=&view=OOM&OOMweek=37#1",239,"Kevin Tuma","14","6","8",NA,"6.9","7.79","0.24","0.12","0.42","0.3"
"240","https://www.curlingzone.com/team.php?teamid=135167&profileid=&view=OOM&OOMweek=37#1",240,"Jamie Birtwistle","10","5","5",NA,"8.09","7.21","0.42","0.39","0.73","0.28"
"241","https://www.curlingzone.com/team.php?teamid=136764&profileid=&view=OOM&OOMweek=37#1",241,"Ryan Hlatkey","13","6","7",NA,"7.42","8.43","0.35","0.33","0.43","0.3"
"242","https://www.curlingzone.com/team.php?teamid=143650&profileid=&view=OOM&OOMweek=37#1",242,"Dylan Johnston","13","8","5",NA,"8.35","6.51","0.39","0.15","0.41","0.24"
"243","https://www.curlingzone.com/team.php?teamid=134788&profileid=&view=OOM&OOMweek=37#1",243,"Chad Dahlseide","23","10","13",NA,"7.07","7.87","0.32","0.31","0.47","0.28"
"244","https://www.curlingzone.com/team.php?teamid=135655&profileid=&view=OOM&OOMweek=37#1",244,"Thomas Scoffin","17","5","12",NA,"5.95","8.63","0.31","0.32","0.37","0.21"
"245","https://www.curlingzone.com/team.php?teamid=135789&profileid=&view=OOM&OOMweek=37#1",245,"Nathan Young","20","10","10",NA,"7.78","7.01","0.36","0.22","0.51","0.21"
"246","https://www.curlingzone.com/team.php?teamid=138801&profileid=&view=OOM&OOMweek=37#1",246,"Tyler Smith","15","9","6",NA,"7.64","6.59","0.27","0.17","0.56","0.29"
"247","https://www.curlingzone.com/team.php?teamid=135407&profileid=&view=OOM&OOMweek=37#1",247,"Sebastian Wunderer","23","4","19",NA,"5.21","9.58","0.2","0.44","0.41","0.24"
"248","https://www.curlingzone.com/team.php?teamid=146666&profileid=&view=OOM&OOMweek=37#1",248,"Brett Henderson","9","6","3",NA,"9.61","6.75","0.47","0.28","0.57","0.3"
"249","https://www.curlingzone.com/team.php?teamid=146284&profileid=&view=OOM&OOMweek=37#1",249,"Evan Ugland","7","4","3",NA,"6.98","5.66","0.27","0.19","0.88","0.26"
"250","https://www.curlingzone.com/team.php?teamid=146648&profileid=&view=OOM&OOMweek=37#1",250,"Dylan Niepage","9","3","6",NA,"6.59","8.66","0.31","0.28","0.38","0.26"
"251","https://www.curlingzone.com/team.php?teamid=134766&profileid=&view=OOM&OOMweek=37#1",251,"Kevin Ouellette","22","9","13",NA,"6.32","7.47","0.23","0.31","0.49","0.28"
"252","https://www.curlingzone.com/team.php?teamid=139593&profileid=&view=OOM&OOMweek=37#1",252,"Scott Hill","11","5","6",NA,"7.13","8.62","0.4","0.27","0.43","0.2"
"253","https://www.curlingzone.com/team.php?teamid=138990&profileid=&view=OOM&OOMweek=37#1",253,"Matthew Kennerknecht","13","5","8",NA,"6.63","8.2","0.25","0.32","0.38","0.29"
"254","https://www.curlingzone.com/team.php?teamid=135103&profileid=&view=OOM&OOMweek=37#1",254,"Jasmin Gibeau","15","8","7",NA,"7.76","6.82","0.34","0.23","0.56","0.31"
"255","https://www.curlingzone.com/team.php?teamid=145676&profileid=&view=OOM&OOMweek=37#1",255,"Gontzal Garcia","11","10","1",NA,"10.9","5.13","0.42","0.24","0.68","0.43"
"256","https://www.curlingzone.com/team.php?teamid=139448&profileid=&view=OOM&OOMweek=37#1",256,"Kriss Vonda","10","4","6",NA,"7.4","9.32","0.41","0.33","0.46","0.15"
"257","https://www.curlingzone.com/team.php?teamid=139641&profileid=&view=OOM&OOMweek=37#1",257,"Guy Simard","6","5","1",NA,"9.55","6.59","0.55","0.14","0.56","0.3"
"258","https://www.curlingzone.com/team.php?teamid=141733&profileid=&view=OOM&OOMweek=37#1",258,"Ryan Sayer","20","10","10",NA,"6.47","7.31","0.24","0.26","0.44","0.24"
"259","https://www.curlingzone.com/team.php?teamid=139142&profileid=&view=OOM&OOMweek=37#1",259,"Jack Smeltzer","6","3","3",NA,"8.41","8.41","0.45","0.14","0.28","0.22"
"260","https://www.curlingzone.com/team.php?teamid=140642&profileid=&view=OOM&OOMweek=37#1",260,"Kristian Lindstroem","5","3","2",NA,"7.43","4.57","0.3","0.27","0.9","0.38"
"261","https://www.curlingzone.com/team.php?teamid=137721&profileid=&view=OOM&OOMweek=37#1",261,"Tomoya Watanabe","13","6","6","1","6.3","7.83","0.24","0.42","0.48","0.4"
